SBY 19:25:20 [hyperram_bmc] Removing directory 'hyperram_bmc'.
SBY 19:25:20 [hyperram_bmc] Copy 'src/hyperram.v' to 'hyperram_bmc/src/hyperram.v'.
SBY 19:25:20 [hyperram_bmc] engine_0: smtbmc
SBY 19:25:20 [hyperram_bmc] base: starting process "cd hyperram_bmc/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:89.4-89.95.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:91.4-91.103.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:97.4-97.96.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:99.4-99.104.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:342.13-342.59.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:343.15-343.64.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:344.15-344.31.
SBY 19:25:23 [hyperram_bmc] base: finished (returncode=0)
SBY 19:25:23 [hyperram_bmc] smt2: starting process "cd hyperram_bmc/model; yosys -ql design_smt2.log design_smt2.ys"
SBY 19:25:24 [hyperram_bmc] smt2: finished (returncode=0)
SBY 19:25:24 [hyperram_bmc] engine_0: starting process "cd hyperram_bmc; yosys-smtbmc --presat --unroll --noprogress -t 100  --append 0 --dump-vcd engine_0/trace.vcd --dump-vlogtb engine_0/trace_tb.v --dump-smtc engine_0/trace.smtc model/design_smt2.smt2"
SBY 19:25:49 [hyperram_bmc] engine_0: ##   0:00:25  Checking assertions in step 33..
SBY 19:25:50 [hyperram_bmc] engine_0: ##   0:00:26  Checking assumptions in step 34..
SBY 19:25:51 [hyperram_bmc] engine_0: ##   0:00:26  Checking assertions in step 34..
SBY 19:25:52 [hyperram_bmc] engine_0: ##   0:00:28  Checking assumptions in step 35..
SBY 19:25:52 [hyperram_bmc] engine_0: ##   0:00:28  Checking assertions in step 35..
SBY 19:25:53 [hyperram_bmc] engine_0: ##   0:00:29  Checking assumptions in step 36..
SBY 19:25:54 [hyperram_bmc] engine_0: ##   0:00:30  Checking assertions in step 36..
SBY 19:25:56 [hyperram_bmc] engine_0: ##   0:00:32  Checking assumptions in step 37..
SBY 19:25:56 [hyperram_bmc] engine_0: ##   0:00:32  Checking assertions in step 37..
SBY 19:25:58 [hyperram_bmc] engine_0: ##   0:00:34  Checking assumptions in step 38..
SBY 19:25:58 [hyperram_bmc] engine_0: ##   0:00:34  Checking assertions in step 38..
SBY 19:26:01 [hyperram_bmc] engine_0: ##   0:00:37  Checking assumptions in step 39..
SBY 19:26:01 [hyperram_bmc] engine_0: ##   0:00:37  Checking assertions in step 39..
SBY 19:26:02 [hyperram_bmc] engine_0: ##   0:00:38  Checking assumptions in step 40..
SBY 19:26:04 [hyperram_bmc] engine_0: ##   0:00:40  Checking assertions in step 40..
SBY 19:26:07 [hyperram_bmc] engine_0: ##   0:00:43  Checking assumptions in step 41..
SBY 19:26:07 [hyperram_bmc] engine_0: ##   0:00:43  Checking assertions in step 41..
SBY 19:26:09 [hyperram_bmc] engine_0: ##   0:00:44  Checking assumptions in step 42..
SBY 19:26:09 [hyperram_bmc] engine_0: ##   0:00:45  Checking assertions in step 42..
